course_name,part_name,student_id,previous_attempts,studied_credits,final_result,gender,region,education,imd_band,age_band,disability,course_part,part_length,total_assessments,avg_submission_days,average_score,total_vle_used,average_days,total_clicks
DDD,2013J,563503,0,120,Withdrawn,M,North Western Region,Lower Than A Level,10-20,0-35,N,2013J,261,,,,,,
DDD,2013J,563675,0,60,Pass,M,South West Region,Lower Than A Level,40-50%,0-35,Y,2013J,261,6.0,117.17,87.83,128.0,68.55,2181.0
DDD,2013J,563718,0,60,Withdrawn,M,West Midlands Region,Lower Than A Level,70-80%,0-35,N,2013J,261,3.0,56.33,41.33,61.0,32.33,434.0
DDD,2013J,563770,0,90,Fail,M,West Midlands Region,Lower Than A Level,0-10%,0-35,N,2013J,261,5.0,114.6,75.4,47.0,57.31,369.0
DDD,2013J,563819,0,90,Pass,M,South East Region,A Level or Equivalent,50-60%,0-35,Y,2013J,261,13.0,125.08,65.15,89.0,100.66,952.0
DDD,2013J,563847,0,75,Withdrawn,F,Ireland,Lower Than A Level,20-30%,0-35,N,2013J,261,5.0,18.4,70.0,58.0,40.79,252.0
DDD,2013J,563862,0,60,Fail,M,East Anglian Region,A Level or Equivalent,40-50%,0-35,N,2013J,261,4.0,67.5,72.25,97.0,45.58,670.0
DDD,2013J,563888,0,90,Withdrawn,F,South West Region,HE Qualification,10-20,0-35,N,2013J,261,6.0,111.83,37.83,66.0,100.66,574.0
DDD,2013J,563971,0,60,Pass,M,North Western Region,Lower Than A Level,30-40%,35-55,N,2013J,261,7.0,124.14,88.71,103.0,119.69,1190.0
DDD,2013J,564213,0,60,Pass,M,London Region,Lower Than A Level,30-40%,0-35,N,2013J,261,15.0,140.2,70.73,136.0,137.21,2269.0
DDD,2013J,564325,0,120,Withdrawn,F,North Western Region,Lower Than A Level,30-40%,0-35,Y,2013J,261,1.0,23.0,69.0,39.0,14.61,266.0
DDD,2013J,564356,0,60,Pass,F,Yorkshire Region,A Level or Equivalent,60-70%,0-35,N,2013J,261,7.0,113.14,57.43,114.0,63.73,908.0
DDD,2013J,564454,0,60,Fail,M,Scotland,A Level or Equivalent,90-100%,0-35,Y,2013J,261,1.0,24.0,72.0,8.0,24.53,37.0
DDD,2013J,565175,0,60,Pass,M,North Western Region,Lower Than A Level,0-10%,0-35,N,2013J,261,6.0,113.67,71.0,80.0,84.27,1040.0
DDD,2013J,565301,0,60,Pass,M,East Midlands Region,Lower Than A Level,80-90%,0-35,N,2013J,261,6.0,116.17,57.67,208.0,63.03,1769.0
DDD,2013J,565570,0,90,Fail,M,West Midlands Region,A Level or Equivalent,,0-35,N,2013J,261,7.0,127.86,44.57,73.0,90.56,620.0
DDD,2013J,565657,0,60,Pass,F,East Midlands Region,Lower Than A Level,20-30%,0-35,N,2013J,261,7.0,126.86,84.71,174.0,94.07,2774.0
DDD,2013J,565662,0,60,Withdrawn,F,South East Region,A Level or Equivalent,60-70%,0-35,N,2013J,261,,,,,,
DDD,2013J,566134,0,60,Withdrawn,M,North Western Region,Lower Than A Level,0-10%,0-35,N,2013J,261,9.0,34.56,60.0,76.0,74.85,781.0
DDD,2013J,566185,0,120,Pass,F,West Midlands Region,A Level or Equivalent,0-10%,35-55,N,2013J,261,16.0,135.56,54.12,238.0,97.65,2103.0
DDD,2013J,566381,0,120,Fail,F,North Region,A Level or Equivalent,20-30%,0-35,N,2013J,261,7.0,129.0,45.43,108.0,101.94,1632.0
DDD,2013J,566445,0,60,Withdrawn,F,North Western Region,A Level or Equivalent,50-60%,0-35,N,2013J,261,,,,,,
DDD,2013J,566482,0,120,Withdrawn,F,London Region,A Level or Equivalent,30-40%,0-35,N,2013J,261,6.0,66.5,58.83,175.0,48.91,1304.0
DDD,2013J,566553,0,90,Withdrawn,F,Scotland,HE Qualification,70-80%,35-55,N,2013J,261,4.0,58.75,84.25,128.0,64.44,1260.0
DDD,2013J,566704,0,90,Withdrawn,F,Wales,HE Qualification,20-30%,35-55,N,2013J,261,,,,48.0,-3.2,263.0
DDD,2013J,566795,0,90,Fail,M,London Region,HE Qualification,30-40%,0-35,N,2013J,261,,,,4.0,-6.71,9.0
DDD,2013J,566810,0,60,Fail,M,West Midlands Region,Lower Than A Level,30-40%,0-35,N,2013J,261,,,,16.0,-2.68,84.0
DDD,2013J,566979,0,90,Distinction,M,North Western Region,Lower Than A Level,0-10%,0-35,N,2013J,261,16.0,125.25,88.62,170.0,102.6,2482.0
DDD,2013J,567152,0,60,Pass,M,London Region,HE Qualification,10-20,0-35,N,2013J,261,7.0,124.29,82.43,111.0,92.7,1142.0
DDD,2013J,567167,0,120,Pass,M,East Anglian Region,A Level or Equivalent,90-100%,0-35,N,2013J,261,7.0,129.29,76.71,103.0,101.61,828.0
DDD,2013J,567176,0,60,Withdrawn,F,North Region,A Level or Equivalent,30-40%,0-35,N,2013J,261,,,,45.0,2.95,486.0
DDD,2013J,567246,0,90,Withdrawn,M,South East Region,A Level or Equivalent,80-90%,0-35,N,2013J,261,,,,1.0,-5.0,1.0
DDD,2013J,567292,0,60,Pass,M,Ireland,A Level or Equivalent,80-90%,35-55,N,2013J,261,6.0,109.67,74.5,122.0,74.22,899.0
DDD,2013J,567304,0,60,Pass,M,London Region,Lower Than A Level,40-50%,0-35,N,2013J,261,14.0,137.79,82.21,155.0,108.06,2368.0
DDD,2013J,567417,0,60,Pass,M,South Region,Lower Than A Level,90-100%,35-55,N,2013J,261,7.0,128.71,68.57,172.0,107.97,2813.0
DDD,2013J,567451,0,210,Pass,M,North Western Region,Lower Than A Level,90-100%,0-35,N,2013J,261,10.0,98.8,68.9,152.0,67.67,1952.0
DDD,2013J,567970,0,60,Fail,F,Wales,A Level or Equivalent,80-90%,0-35,N,2013J,261,6.0,135.83,51.33,101.0,80.87,650.0
DDD,2013J,568043,0,60,Fail,M,Yorkshire Region,A Level or Equivalent,30-40%,0-35,N,2013J,261,,,,,,
DDD,2013J,568045,0,120,Withdrawn,M,East Anglian Region,Lower Than A Level,20-30%,35-55,N,2013J,261,,,,,,
DDD,2013J,568068,0,60,Fail,M,Scotland,Lower Than A Level,50-60%,0-35,N,2013J,261,5.0,124.6,26.4,32.0,56.24,201.0
DDD,2013J,568196,0,60,Pass,F,West Midlands Region,Lower Than A Level,40-50%,35-55,Y,2013J,261,7.0,126.43,84.0,185.0,103.41,1787.0
DDD,2013J,568223,0,120,Distinction,M,South West Region,Lower Than A Level,30-40%,35-55,N,2013J,261,7.0,127.29,72.29,147.0,119.05,1471.0
DDD,2013J,568296,0,150,Withdrawn,M,East Midlands Region,Lower Than A Level,50-60%,0-35,N,2013J,261,,,,,,
DDD,2013J,568422,0,60,Fail,M,East Anglian Region,Lower Than A Level,0-10%,0-35,N,2013J,261,,,,2.0,-5.0,12.0
DDD,2013J,568566,0,60,Pass,F,Yorkshire Region,A Level or Equivalent,60-70%,0-35,N,2013J,261,7.0,127.86,82.29,167.0,109.22,1489.0
DDD,2013J,568578,0,60,Fail,M,West Midlands Region,A Level or Equivalent,30-40%,0-35,N,2013J,261,2.0,22.5,91.0,55.0,15.39,514.0
DDD,2013J,568580,0,60,Withdrawn,M,East Anglian Region,Lower Than A Level,0-10%,0-35,N,2013J,261,,,,,,
DDD,2013J,568598,0,60,Pass,M,East Anglian Region,Lower Than A Level,80-90%,35-55,N,2013J,261,7.0,118.86,79.29,207.0,111.69,6066.0
DDD,2013J,568668,0,60,Fail,M,East Anglian Region,A Level or Equivalent,40-50%,0-35,N,2013J,261,1.0,37.0,41.0,19.0,35.91,90.0
DDD,2013J,568741,0,60,Withdrawn,F,South Region,A Level or Equivalent,50-60%,35-55,N,2013J,261,4.0,69.25,63.5,100.0,49.82,1143.0
DDD,2013J,568835,0,60,Fail,F,Yorkshire Region,A Level or Equivalent,30-40%,0-35,N,2013J,261,3.0,55.33,63.0,105.0,57.28,986.0
DDD,2013J,568948,0,90,Pass,M,North Western Region,A Level or Equivalent,30-40%,0-35,N,2013J,261,16.0,132.63,91.25,149.0,116.84,2226.0
DDD,2013J,568963,0,120,Pass,M,Wales,A Level or Equivalent,40-50%,0-35,N,2013J,261,7.0,129.0,73.57,100.0,116.95,997.0
DDD,2013J,569279,0,60,Fail,M,Wales,Lower Than A Level,0-10%,0-35,N,2013J,261,7.0,130.29,40.86,78.0,108.23,712.0
DDD,2013J,569743,0,120,Withdrawn,F,East Anglian Region,HE Qualification,30-40%,0-35,N,2013J,261,,,,,,
DDD,2013J,569857,0,120,Withdrawn,M,Yorkshire Region,A Level or Equivalent,40-50%,0-35,N,2013J,261,5.0,79.4,63.2,147.0,66.65,1531.0
DDD,2013J,569891,0,90,Withdrawn,M,South West Region,HE Qualification,80-90%,0-35,N,2013J,261,,,,6.0,15.13,13.0
DDD,2013J,569928,0,150,Pass,M,South East Region,A Level or Equivalent,80-90%,0-35,N,2013J,261,7.0,127.0,74.57,143.0,95.92,1214.0
DDD,2013J,569935,0,120,Pass,F,East Anglian Region,A Level or Equivalent,80-90%,0-35,N,2013J,261,7.0,129.71,69.43,124.0,101.35,1381.0
DDD,2013J,569978,0,165,Pass,M,North Western Region,A Level or Equivalent,0-10%,0-35,N,2013J,261,7.0,123.57,71.43,198.0,108.64,5779.0
DDD,2013J,570237,0,60,Pass,F,North Western Region,A Level or Equivalent,20-30%,0-35,N,2013J,261,7.0,128.86,55.14,148.0,110.33,2011.0
DDD,2013J,570319,0,60,Withdrawn,M,South Region,HE Qualification,90-100%,0-35,N,2013J,261,,,,,,
DDD,2013J,570401,0,120,Withdrawn,F,North Region,Lower Than A Level,,0-35,N,2013J,261,,,,,,
DDD,2013J,570403,0,60,Pass,M,Scotland,HE Qualification,50-60%,0-35,N,2013J,261,7.0,128.86,80.14,93.0,126.0,1036.0
DDD,2013J,570531,0,70,Pass,M,South Region,A Level or Equivalent,90-100%,0-35,N,2013J,261,7.0,126.86,91.86,82.0,79.74,724.0
DDD,2013J,570630,0,60,Pass,M,North Region,A Level or Equivalent,,0-35,N,2013J,261,7.0,130.43,65.71,119.0,114.66,983.0
DDD,2013J,570671,0,120,Pass,M,Ireland,A Level or Equivalent,90-100%,0-35,Y,2013J,261,9.0,105.67,71.89,171.0,92.68,1672.0
DDD,2013J,570871,0,120,Pass,F,West Midlands Region,A Level or Equivalent,0-10%,0-35,N,2013J,261,6.0,115.17,69.33,95.0,99.7,1607.0
DDD,2013J,570872,0,90,Pass,F,London Region,A Level or Equivalent,30-40%,0-35,Y,2013J,261,16.0,124.75,68.06,217.0,102.16,2262.0
DDD,2013J,570896,0,120,Pass,M,West Midlands Region,A Level or Equivalent,30-40%,0-35,N,2013J,261,7.0,127.0,77.57,142.0,87.59,1300.0
DDD,2013J,571000,0,195,Withdrawn,M,East Anglian Region,Lower Than A Level,60-70%,0-35,N,2013J,261,7.0,126.0,54.43,142.0,106.44,616.0
DDD,2013J,571055,0,120,Fail,M,Wales,Lower Than A Level,90-100%,0-35,N,2013J,261,1.0,23.0,79.0,50.0,12.07,711.0
DDD,2013J,571131,0,60,Pass,M,Wales,Lower Than A Level,60-70%,0-35,N,2013J,261,15.0,132.2,58.27,168.0,102.45,2302.0
DDD,2013J,571242,0,60,Pass,M,Yorkshire Region,A Level or Equivalent,20-30%,0-35,N,2013J,261,7.0,130.43,76.14,122.0,97.73,652.0
DDD,2013J,571382,0,60,Withdrawn,M,North Western Region,A Level or Equivalent,0-10%,0-35,N,2013J,261,2.0,30.0,77.5,24.0,12.54,189.0
DDD,2013J,571451,0,120,Pass,F,South Region,A Level or Equivalent,30-40%,0-35,N,2013J,261,7.0,129.14,72.71,162.0,101.09,1512.0
DDD,2013J,571512,0,60,Pass,F,North Region,HE Qualification,,35-55,N,2013J,261,7.0,126.0,77.57,182.0,109.59,2000.0
DDD,2013J,571640,0,120,Fail,M,South Region,A Level or Equivalent,50-60%,35-55,N,2013J,261,6.0,110.83,57.83,107.0,108.27,1203.0
DDD,2013J,571682,0,120,Withdrawn,M,East Anglian Region,A Level or Equivalent,30-40%,0-35,Y,2013J,261,,,,,,
DDD,2013J,571716,0,60,Fail,M,South West Region,Lower Than A Level,10-20,0-35,N,2013J,261,6.0,113.83,57.17,97.0,89.81,1114.0
DDD,2013J,571765,0,60,Pass,M,South East Region,No Formal quals,20-30%,0-35,N,2013J,261,16.0,129.25,81.19,246.0,90.54,1808.0
DDD,2013J,571776,0,120,Pass,M,North Region,A Level or Equivalent,,0-35,N,2013J,261,14.0,121.29,88.36,267.0,102.01,4462.0
DDD,2013J,571808,0,90,Pass,M,West Midlands Region,A Level or Equivalent,0-10%,35-55,N,2013J,261,13.0,124.92,74.54,249.0,87.92,7951.0
DDD,2013J,571921,0,60,Distinction,F,Scotland,HE Qualification,50-60%,35-55,N,2013J,261,16.0,129.56,90.0,311.0,103.1,4695.0
DDD,2013J,571950,0,90,Withdrawn,M,North Western Region,No Formal quals,0-10%,35-55,N,2013J,261,4.0,61.5,51.25,112.0,17.53,956.0
DDD,2013J,571951,0,60,Pass,M,Yorkshire Region,Lower Than A Level,50-60%,35-55,N,2013J,261,7.0,126.14,82.57,169.0,110.08,1909.0
DDD,2013J,572038,0,120,Withdrawn,M,Yorkshire Region,A Level or Equivalent,40-50%,0-35,N,2013J,261,,,,,,
DDD,2013J,572060,0,60,Pass,M,South West Region,Lower Than A Level,40-50%,35-55,Y,2013J,261,7.0,123.29,82.86,158.0,98.44,2009.0
DDD,2013J,572087,0,120,Withdrawn,M,East Anglian Region,A Level or Equivalent,50-60%,0-35,N,2013J,261,1.0,24.0,71.0,73.0,19.05,460.0
DDD,2013J,572089,0,60,Withdrawn,M,Scotland,Lower Than A Level,0-10%,0-35,N,2013J,261,,,,,,
DDD,2013J,572134,0,120,Fail,M,North Western Region,Lower Than A Level,30-40%,35-55,N,2013J,261,,,,31.0,5.25,230.0
DDD,2013J,572143,0,120,Withdrawn,M,South East Region,A Level or Equivalent,20-30%,35-55,Y,2013J,261,1.0,23.0,63.0,26.0,9.69,118.0
DDD,2013J,572149,0,60,Pass,F,London Region,A Level or Equivalent,10-20,0-35,N,2013J,261,7.0,125.29,83.14,141.0,106.93,990.0
DDD,2013J,572231,0,150,Pass,F,Scotland,Lower Than A Level,40-50%,0-35,Y,2013J,261,13.0,113.08,64.54,145.0,96.87,1843.0
DDD,2013J,572233,0,120,Pass,M,Yorkshire Region,Lower Than A Level,50-60%,0-35,N,2013J,261,7.0,128.14,63.57,78.0,95.45,2362.0
DDD,2013J,572241,0,120,Fail,F,Yorkshire Region,A Level or Equivalent,0-10%,0-35,N,2013J,261,3.0,58.67,64.67,56.0,34.67,773.0
DDD,2013J,572280,0,60,Pass,M,Wales,Lower Than A Level,10-20,0-35,N,2013J,261,7.0,128.14,73.29,123.0,87.9,1223.0
DDD,2013J,572281,0,120,Withdrawn,M,East Midlands Region,A Level or Equivalent,40-50%,35-55,Y,2013J,261,7.0,116.29,75.57,121.0,79.96,1794.0
DDD,2013J,572338,0,60,Pass,M,Yorkshire Region,A Level or Equivalent,70-80%,35-55,N,2013J,261,7.0,126.86,69.14,95.0,146.77,1449.0
DDD,2013J,572348,0,60,Distinction,F,South West Region,A Level or Equivalent,70-80%,0-35,N,2013J,261,7.0,130.43,88.0,158.0,113.83,2756.0
DDD,2013J,572382,0,120,Pass,M,West Midlands Region,A Level or Equivalent,10-20,0-35,N,2013J,261,14.0,122.79,44.64,75.0,86.01,1003.0
DDD,2013J,572431,0,60,Pass,M,South West Region,A Level or Equivalent,30-40%,0-35,N,2013J,261,14.0,120.36,81.21,174.0,97.37,2443.0
DDD,2013J,572452,0,120,Fail,M,South East Region,A Level or Equivalent,80-90%,0-35,N,2013J,261,3.0,54.67,76.0,61.0,43.49,595.0
DDD,2013J,572457,0,60,Pass,M,East Anglian Region,HE Qualification,70-80%,0-35,N,2013J,261,7.0,126.43,82.43,188.0,93.76,2770.0
DDD,2013J,572460,0,90,Fail,F,South West Region,A Level or Equivalent,30-40%,0-35,N,2013J,261,6.0,116.17,56.33,74.0,60.78,714.0
DDD,2013J,572470,0,60,Fail,M,Scotland,A Level or Equivalent,30-40%,0-35,N,2013J,261,,,,20.0,10.71,53.0
DDD,2013J,572548,0,60,Withdrawn,F,West Midlands Region,Lower Than A Level,10-20,0-35,N,2013J,261,,,,,,
DDD,2013J,572567,0,150,Withdrawn,F,North Region,Lower Than A Level,80-90%,0-35,N,2013J,261,4.0,83.75,57.5,52.0,53.88,606.0
DDD,2013J,572620,0,150,Withdrawn,M,East Anglian Region,Lower Than A Level,40-50%,0-35,N,2013J,261,,,,10.0,17.58,25.0
DDD,2013J,572648,0,60,Fail,M,Ireland,A Level or Equivalent,10-20,0-35,N,2013J,261,7.0,131.86,68.29,83.0,93.06,585.0
DDD,2013J,572688,0,120,Pass,M,London Region,A Level or Equivalent,0-10%,0-35,N,2013J,261,7.0,125.86,73.14,78.0,101.11,1430.0
DDD,2013J,572697,0,120,Pass,M,West Midlands Region,A Level or Equivalent,40-50%,0-35,N,2013J,261,7.0,127.71,80.14,105.0,79.93,713.0
DDD,2013J,572698,0,120,Withdrawn,F,North Region,A Level or Equivalent,40-50%,0-35,N,2013J,261,,,,,,
DDD,2013J,572730,0,120,Pass,F,East Midlands Region,Lower Than A Level,40-50%,0-35,N,2013J,261,7.0,127.29,60.57,100.0,101.81,749.0
DDD,2013J,572735,0,60,Pass,M,East Anglian Region,Lower Than A Level,60-70%,35-55,N,2013J,261,12.0,127.92,83.33,242.0,97.89,2861.0
DDD,2013J,572751,0,120,Fail,M,East Midlands Region,Lower Than A Level,70-80%,0-35,N,2013J,261,1.0,24.0,28.0,29.0,18.63,224.0
DDD,2013J,572754,0,120,Pass,M,Scotland,A Level or Equivalent,80-90%,0-35,Y,2013J,261,5.0,106.0,71.0,43.0,76.29,744.0
DDD,2013J,572774,0,120,Pass,M,London Region,Lower Than A Level,70-80%,0-35,N,2013J,261,7.0,126.71,75.71,147.0,96.85,1987.0
DDD,2013J,572806,0,60,Pass,M,West Midlands Region,A Level or Equivalent,60-70%,55+,N,2013J,261,7.0,128.29,76.43,120.0,118.1,2032.0
DDD,2013J,572854,0,90,Distinction,F,South East Region,A Level or Equivalent,40-50%,0-35,N,2013J,261,16.0,123.31,89.25,200.0,110.17,6147.0
DDD,2013J,572874,0,60,Pass,M,London Region,Lower Than A Level,10-20,0-35,N,2013J,261,15.0,125.07,83.4,190.0,92.31,1860.0
DDD,2013J,572880,0,60,Withdrawn,F,South Region,A Level or Equivalent,90-100%,0-35,Y,2013J,261,13.0,112.15,43.08,174.0,80.88,2919.0
DDD,2013J,572900,0,60,Withdrawn,F,South East Region,A Level or Equivalent,60-70%,0-35,N,2013J,261,,,,,,
DDD,2013J,572909,0,120,Fail,M,South East Region,A Level or Equivalent,50-60%,0-35,N,2013J,261,1.0,28.0,48.0,19.0,27.2,77.0
DDD,2013J,572949,0,120,Withdrawn,M,South East Region,A Level or Equivalent,70-80%,0-35,N,2013J,261,3.0,57.67,71.0,40.0,44.43,343.0
DDD,2013J,572976,0,60,Pass,F,South East Region,A Level or Equivalent,40-50%,0-35,N,2013J,261,6.0,118.17,58.17,48.0,114.5,463.0
DDD,2013J,573235,0,120,Withdrawn,M,Scotland,HE Qualification,60-70%,0-35,N,2013J,261,2.0,11.5,85.0,46.0,10.25,752.0
DDD,2013J,573284,0,210,Withdrawn,F,East Anglian Region,A Level or Equivalent,40-50%,35-55,N,2013J,261,,,,,,
DDD,2013J,573307,0,120,Withdrawn,F,East Anglian Region,Lower Than A Level,70-80%,0-35,N,2013J,261,,,,,,
DDD,2013J,573473,0,120,Pass,M,South Region,Lower Than A Level,10-20,0-35,N,2013J,261,10.0,92.1,45.8,75.0,87.4,654.0
DDD,2013J,573541,0,120,Withdrawn,F,West Midlands Region,Lower Than A Level,70-80%,0-35,N,2013J,261,,,,,,
DDD,2013J,573602,0,60,Fail,F,South Region,Lower Than A Level,80-90%,0-35,N,2013J,261,6.0,113.5,61.83,148.0,78.79,2215.0
DDD,2013J,573646,0,120,Withdrawn,M,North Western Region,A Level or Equivalent,20-30%,0-35,N,2013J,261,7.0,22.71,76.29,117.0,38.36,970.0
DDD,2013J,573646,0,120,Withdrawn,M,North Western Region,A Level or Equivalent,20-30%,35-55,N,2013J,261,7.0,22.71,76.29,117.0,38.36,970.0
DDD,2013J,573689,0,60,Pass,M,East Midlands Region,Lower Than A Level,60-70%,0-35,N,2013J,261,5.0,142.2,64.4,128.0,94.37,1581.0
DDD,2013J,573709,0,210,Withdrawn,M,East Midlands Region,HE Qualification,10-20,0-35,N,2013J,261,,,,,,
DDD,2013J,573712,0,60,Withdrawn,F,North Region,Lower Than A Level,0-10%,0-35,N,2013J,261,1.0,28.0,62.0,59.0,13.71,766.0
DDD,2013J,573780,0,120,Pass,M,Scotland,A Level or Equivalent,80-90%,0-35,N,2013J,261,7.0,133.0,65.57,58.0,74.5,326.0
DDD,2013J,573845,0,60,Pass,F,South West Region,A Level or Equivalent,30-40%,0-35,N,2013J,261,6.0,116.17,61.5,62.0,73.52,566.0
DDD,2013J,573970,0,240,Withdrawn,F,North Western Region,A Level or Equivalent,40-50%,0-35,N,2013J,261,,,,,,
DDD,2013J,574029,0,60,Withdrawn,M,North Region,A Level or Equivalent,10-20,0-35,N,2013J,261,,,,14.0,-5.0,35.0
DDD,2013J,574035,0,60,Pass,M,Wales,HE Qualification,10-20,0-35,N,2013J,261,7.0,127.86,89.14,107.0,85.6,780.0
DDD,2013J,574088,0,60,Pass,M,Ireland,A Level or Equivalent,10-20,0-35,N,2013J,261,7.0,127.86,59.14,138.0,107.28,1028.0
DDD,2013J,574098,0,120,Pass,F,West Midlands Region,Lower Than A Level,50-60%,0-35,N,2013J,261,7.0,126.29,63.86,113.0,92.58,1633.0
DDD,2013J,574099,0,60,Withdrawn,M,South Region,Lower Than A Level,60-70%,35-55,N,2013J,261,4.0,73.75,62.5,56.0,49.22,439.0
DDD,2013J,574181,0,60,Withdrawn,F,South West Region,Lower Than A Level,50-60%,0-35,Y,2013J,261,,,,9.0,2.29,31.0
DDD,2013J,574310,0,60,Distinction,F,Yorkshire Region,A Level or Equivalent,70-80%,0-35,N,2013J,261,14.0,123.64,88.36,165.0,155.48,3621.0
DDD,2013J,574330,0,60,Withdrawn,F,Yorkshire Region,A Level or Equivalent,60-70%,0-35,N,2013J,261,4.0,70.0,69.25,80.0,29.53,535.0
DDD,2013J,574498,0,60,Pass,F,South East Region,A Level or Equivalent,60-70%,0-35,N,2013J,261,7.0,126.86,81.86,182.0,116.92,2820.0
DDD,2013J,574529,0,120,Fail,F,South West Region,A Level or Equivalent,10-20,0-35,N,2013J,261,5.0,61.0,43.8,83.0,29.62,985.0
DDD,2013J,574623,0,120,Fail,F,East Midlands Region,A Level or Equivalent,30-40%,0-35,N,2013J,261,7.0,128.86,43.71,78.0,74.5,586.0
DDD,2013J,574627,0,60,Withdrawn,M,East Anglian Region,Lower Than A Level,70-80%,0-35,N,2013J,261,1.0,24.0,39.0,12.0,24.97,101.0
DDD,2013J,574665,0,60,Withdrawn,F,South East Region,A Level or Equivalent,90-100%,0-35,N,2013J,261,,,,,,
DDD,2013J,574705,0,60,Distinction,M,North Region,Lower Than A Level,,0-35,N,2013J,261,16.0,127.63,92.38,250.0,77.76,3295.0
DDD,2013J,574720,0,60,Pass,M,North Western Region,A Level or Equivalent,30-40%,0-35,N,2013J,261,12.0,127.75,66.83,127.0,137.03,1489.0
DDD,2013J,574730,0,60,Fail,M,Wales,A Level or Equivalent,30-40%,0-35,Y,2013J,261,,,,3.0,8.0,6.0
DDD,2013J,574743,0,60,Fail,F,South Region,Lower Than A Level,90-100%,0-35,N,2013J,261,7.0,127.86,36.86,95.0,70.81,812.0
DDD,2013J,574819,0,120,Fail,F,South West Region,A Level or Equivalent,20-30%,0-35,N,2013J,261,7.0,128.57,53.86,101.0,109.79,1267.0
DDD,2013J,574842,0,60,Pass,M,South Region,HE Qualification,40-50%,0-35,N,2013J,261,7.0,126.71,78.71,54.0,99.17,728.0
DDD,2013J,574860,0,60,Withdrawn,M,Yorkshire Region,Lower Than A Level,10-20,0-35,N,2013J,261,,,,5.0,-14.25,19.0
DDD,2013J,574866,0,60,Withdrawn,M,North Region,Lower Than A Level,30-40%,0-35,N,2013J,261,4.0,45.0,76.0,77.0,17.08,564.0
DDD,2013J,574873,0,60,Pass,M,North Western Region,A Level or Equivalent,30-40%,35-55,N,2013J,261,7.0,125.71,80.29,178.0,101.46,3230.0
DDD,2013J,574895,0,60,Distinction,F,West Midlands Region,HE Qualification,70-80%,0-35,N,2013J,261,7.0,124.86,91.14,111.0,139.56,1056.0
DDD,2013J,574938,0,60,Distinction,M,West Midlands Region,A Level or Equivalent,0-10%,0-35,N,2013J,261,7.0,125.14,87.29,145.0,106.8,1812.0
DDD,2013J,575192,0,60,Pass,F,East Anglian Region,A Level or Equivalent,30-40%,0-35,N,2013J,261,7.0,128.0,58.14,79.0,102.7,729.0
DDD,2013J,575213,0,60,Withdrawn,F,Scotland,Lower Than A Level,30-40%,0-35,N,2013J,261,2.0,37.0,45.5,35.0,20.84,153.0
DDD,2013J,575258,0,60,Pass,M,East Anglian Region,Lower Than A Level,20-30%,35-55,N,2013J,261,7.0,129.71,74.71,146.0,109.76,2175.0
DDD,2013J,575258,0,60,Pass,M,East Anglian Region,Lower Than A Level,20-30%,0-35,N,2013J,261,7.0,129.71,74.71,146.0,109.76,2175.0
DDD,2013J,575337,0,120,Withdrawn,F,Scotland,HE Qualification,60-70%,0-35,N,2013J,261,,,,35.0,14.31,279.0
DDD,2013J,575365,0,120,Withdrawn,M,East Anglian Region,HE Qualification,80-90%,35-55,N,2013J,261,1.0,25.0,52.0,11.0,13.84,57.0
DDD,2013J,575376,0,60,Pass,F,Ireland,HE Qualification,90-100%,0-35,N,2013J,261,7.0,127.86,89.29,103.0,111.13,1405.0
DDD,2013J,575385,0,120,Distinction,M,Scotland,HE Qualification,50-60%,0-35,N,2013J,261,5.0,106.2,86.2,92.0,119.65,566.0
DDD,2013J,575431,0,60,Pass,F,Ireland,A Level or Equivalent,80-90%,0-35,N,2013J,261,7.0,124.29,84.57,110.0,64.64,806.0
DDD,2013J,575493,0,120,Withdrawn,M,East Anglian Region,A Level or Equivalent,0-10%,0-35,N,2013J,261,6.0,99.5,73.33,127.0,75.7,1818.0
DDD,2013J,575766,0,60,Pass,M,South Region,Lower Than A Level,90-100%,0-35,N,2013J,261,16.0,130.13,67.25,190.0,97.6,2213.0
DDD,2013J,575773,0,120,Withdrawn,M,London Region,Lower Than A Level,30-40%,0-35,Y,2013J,261,,,,18.0,1.23,73.0
DDD,2013J,575798,0,90,Pass,M,South West Region,A Level or Equivalent,40-50%,0-35,N,2013J,261,16.0,131.63,81.12,103.0,98.03,2055.0
DDD,2013J,575811,0,60,Withdrawn,F,East Midlands Region,Lower Than A Level,10-20,35-55,N,2013J,261,5.0,91.8,57.6,65.0,66.48,678.0
DDD,2013J,575855,0,180,Withdrawn,M,London Region,HE Qualification,80-90%,0-35,N,2013J,261,7.0,116.29,58.57,118.0,85.73,1593.0
DDD,2013J,575962,0,60,Fail,M,North Western Region,A Level or Equivalent,0-10%,35-55,N,2013J,261,2.0,42.0,55.5,50.0,30.05,183.0
DDD,2013J,575999,0,60,Withdrawn,F,East Midlands Region,A Level or Equivalent,30-40%,35-55,N,2013J,261,,,,35.0,5.77,277.0
DDD,2013J,576031,0,60,Withdrawn,M,East Anglian Region,A Level or Equivalent,60-70%,0-35,N,2013J,261,,,,3.0,14.0,4.0
DDD,2013J,576040,0,60,Withdrawn,M,South Region,Lower Than A Level,80-90%,0-35,N,2013J,261,,,,,,
DDD,2013J,576083,0,90,Pass,F,South West Region,A Level or Equivalent,90-100%,0-35,N,2013J,261,7.0,127.86,77.14,76.0,87.4,955.0
